Farmer_ID,Region,Crop,Coop_Member,Farm_Size_Ha,Loan_Amount_TZS,Probability_of_Default,LGD,Expected_Loss_TZS,Actual_Default,Risk_Category
NMB-AGRI-04242,0.572020725388601,0.5583398590446359,True,9.3,3703000,54.0,0.45,899329,0,HIGH
NMB-AGRI-02761,0.5387634936211972,0.5689655172413793,True,8.6,4557000,43.8,0.45,898955,0,MEDIUM
NMB-AGRI-01894,0.5387634936211972,0.5649671052631579,True,4.7,3121000,64.0,0.45,898429,0,HIGH
NMB-AGRI-00663,0.5788402848423194,0.5640031031807603,True,6.9,2982000,66.9,0.45,897197,0,HIGH
NMB-AGRI-01321,0.5788402848423194,0.5649671052631579,True,6.1,3889000,51.2,0.45,895273,1,HIGH
NMB-AGRI-01350,0.56640625,0.5583398590446359,True,8.6,4045000,49.1,0.45,893818,1,MEDIUM
NMB-AGRI-03489,0.5649157581764123,0.5649671052631579,True,7.5,3219000,61.6,0.45,891615,0,HIGH
NMB-AGRI-04588,0.572020725388601,0.5640031031807603,False,7.9,3629000,54.6,0.45,891209,1,HIGH
NMB-AGRI-03862,0.5387634936211972,0.5583398590446359,True,6.6,3937000,50.3,0.45,890381,0,HIGH
NMB-AGRI-02092,0.5387634936211972,0.5689655172413793,False,2.4,4468000,44.3,0.45,889903,0,MEDIUM
NMB-AGRI-04106,0.5788402848423194,0.5640031031807603,False,1.7,2988000,66.2,0.45,889501,1,HIGH
NMB-AGRI-04409,0.572020725388601,0.5640031031807603,True,1.2,4293000,46.0,0.45,889093,0,MEDIUM
NMB-AGRI-02464,0.5788402848423194,0.5640031031807603,True,9.7,3006000,65.5,0.45,886649,1,HIGH
NMB-AGRI-00639,0.56640625,0.5640031031807603,True,4.9,3375000,58.4,0.45,886523,1,HIGH
NMB-AGRI-04636,0.56640625,0.5689655172413793,False,8.9,3500000,56.3,0.45,886152,1,HIGH
NMB-AGRI-02607,0.5788402848423194,0.5583398590446359,False,9.8,2646000,74.4,0.45,885741,0,VERY_HIGH
NMB-AGRI-04342,0.56640625,0.5689655172413793,True,4.8,4798000,40.9,0.45,884129,0,MEDIUM
NMB-AGRI-02313,0.572020725388601,0.5583398590446359,True,5.0,3778000,52.0,0.45,883402,0,HIGH
NMB-AGRI-04516,0.5788402848423194,0.5583398590446359,False,5.0,3182000,61.4,0.45,879217,0,HIGH
NMB-AGRI-02986,0.5788402848423194,0.5689655172413793,True,9.2,4225000,46.2,0.45,877548,0,MEDIUM
NMB-AGRI-01784,0.5649157581764123,0.5689655172413793,False,7.3,3271000,59.6,0.45,877024,0,HIGH
NMB-AGRI-00613,0.5788402848423194,0.5583398590446359,False,8.1,4460000,43.7,0.45,876825,1,MEDIUM
NMB-AGRI-01391,0.5387634936211972,0.5583398590446359,True,8.1,3254000,59.7,0.45,873868,1,HIGH
NMB-AGRI-04097,0.572020725388601,0.5640031031807603,True,4.3,3412000,56.9,0.45,873067,1,HIGH
NMB-AGRI-01262,0.572020725388601,0.5689655172413793,True,2.1,4105000,47.1,0.45,870692,0,MEDIUM
NMB-AGRI-01708,0.572020725388601,0.5640031031807603,True,3.8,2972000,65.1,0.45,870602,0,HIGH
NMB-AGRI-00240,0.5788402848423194,0.5689655172413793,True,7.2,3003000,64.4,0.45,869669,0,HIGH
NMB-AGRI-00255,0.5788402848423194,0.5689655172413793,True,2.1,3942000,48.9,0.45,867062,0,MEDIUM
NMB-AGRI-04041,0.5649157581764123,0.5583398590446359,True,6.7,2961000,65.0,0.45,866232,1,HIGH
NMB-AGRI-04433,0.56640625,0.5640031031807603,False,4.5,3896000,49.4,0.45,865478,1,MEDIUM
NMB-AGRI-02996,0.56640625,0.5583398590446359,True,0.9,3964000,48.5,0.45,865288,1,MEDIUM
NMB-AGRI-03492,0.5387634936211972,0.5640031031807603,True,9.9,4312000,44.6,0.45,864891,0,MEDIUM
NMB-AGRI-01464,0.56640625,0.5583398590446359,True,4.5,3928000,48.8,0.45,861722,0,MEDIUM
NMB-AGRI-02344,0.572020725388601,0.5640031031807603,False,4.3,3330000,57.5,0.45,861677,1,HIGH
NMB-AGRI-04641,0.5387634936211972,0.5640031031807603,False,9.3,4811000,39.6,0.45,857118,0,MEDIUM
NMB-AGRI-01923,0.5788402848423194,0.5689655172413793,True,1.8,3528000,53.9,0.45,856507,1,HIGH
NMB-AGRI-00805,0.572020725388601,0.5649671052631579,False,9.0,3558000,53.5,0.45,856026,1,HIGH
NMB-AGRI-01009,0.572020725388601,0.5583398590446359,True,8.5,4649000,40.9,0.45,855469,1,MEDIUM
NMB-AGRI-04014,0.5649157581764123,0.5689655172413793,True,6.8,3922000,48.3,0.45,852606,1,MEDIUM
NMB-AGRI-00320,0.572020725388601,0.5649671052631579,False,9.7,2991000,63.3,0.45,851655,1,HIGH
NMB-AGRI-04038,0.572020725388601,0.5649671052631579,True,5.5,3136000,60.2,0.45,849991,1,HIGH
NMB-AGRI-01676,0.5649157581764123,0.5640031031807603,True,4.3,3160000,59.7,0.45,849559,1,HIGH
NMB-AGRI-00407,0.5649157581764123,0.5649671052631579,False,9.0,3936000,47.8,0.45,846776,1,MEDIUM
NMB-AGRI-00732,0.5649157581764123,0.5640031031807603,False,2.4,3198000,58.8,0.45,846349,1,HIGH
NMB-AGRI-03434,0.5649157581764123,0.5583398590446359,True,5.4,3764000,49.8,0.45,843876,1,MEDIUM
NMB-AGRI-00773,0.572020725388601,0.5689655172413793,False,1.4,3087000,60.5,0.45,840708,0,HIGH
NMB-AGRI-02985,0.5788402848423194,0.5689655172413793,True,5.5,4129000,45.1,0.45,837411,1,MEDIUM
NMB-AGRI-04722,0.572020725388601,0.5649671052631579,True,5.2,3429000,54.2,0.45,835813,1,HIGH
NMB-AGRI-00200,0.572020725388601,0.5640031031807603,True,3.2,2976000,62.0,0.45,830224,1,HIGH
NMB-AGRI-03836,0.572020725388601,0.5649671052631579,True,6.6,3289000,56.1,0.45,830192,1,HIGH
NMB-AGRI-04079,0.5387634936211972,0.5640031031807603,True,4.8,3768000,48.9,0.45,829709,0,MEDIUM
NMB-AGRI-04662,0.5387634936211972,0.5583398590446359,False,5.9,2516000,73.1,0.45,828034,1,VERY_HIGH
NMB-AGRI-02537,0.5788402848423194,0.5689655172413793,True,0.6,3504000,52.4,0.45,826621,0,HIGH
NMB-AGRI-02212,0.56640625,0.5583398590446359,True,7.5,4201000,43.7,0.45,825406,1,MEDIUM
NMB-AGRI-03217,0.5387634936211972,0.5583398590446359,True,5.0,3370000,54.1,0.45,819848,1,HIGH
NMB-AGRI-04827,0.5788402848423194,0.5689655172413793,False,7.4,3778000,48.2,0.45,818792,1,MEDIUM
NMB-AGRI-03393,0.56640625,0.5640031031807603,True,4.9,4930000,36.9,0.45,818585,0,MEDIUM
NMB-AGRI-03428,0.56640625,0.5640031031807603,False,7.5,2941000,61.5,0.45,814533,1,HIGH
NMB-AGRI-04579,0.5788402848423194,0.5583398590446359,False,1.1,3055000,59.2,0.45,814275,1,HIGH
NMB-AGRI-04434,0.572020725388601,0.5649671052631579,False,0.6,3810000,47.5,0.45,814186,1,MEDIUM
NMB-AGRI-01295,0.572020725388601,0.5583398590446359,True,8.1,3712000,48.7,0.45,812738,0,MEDIUM
NMB-AGRI-03278,0.572020725388601,0.5583398590446359,True,2.4,3805000,47.4,0.45,812415,1,MEDIUM
NMB-AGRI-03707,0.56640625,0.5649671052631579,True,9.2,3646000,49.5,0.45,811465,0,MEDIUM
NMB-AGRI-03926,0.5788402848423194,0.5640031031807603,True,1.9,3282000,54.8,0.45,809906,1,HIGH
NMB-AGRI-01504,0.5387634936211972,0.5640031031807603,True,4.1,4316000,41.7,0.45,809080,1,MEDIUM
NMB-AGRI-04352,0.572020725388601,0.5689655172413793,False,3.6,3827000,46.9,0.45,807718,0,MEDIUM
NMB-AGRI-02160,0.5649157581764123,0.5689655172413793,True,4.8,3032000,59.2,0.45,807330,1,HIGH
NMB-AGRI-03398,0.5387634936211972,0.5640031031807603,False,9.5,4026000,44.5,0.45,806632,1,MEDIUM
NMB-AGRI-03903,0.5649157581764123,0.5649671052631579,True,8.2,3515000,50.8,0.45,804312,1,HIGH
NMB-AGRI-04644,0.5788402848423194,0.5640031031807603,False,2.5,3548000,50.3,0.45,802334,1,HIGH
NMB-AGRI-04756,0.5788402848423194,0.5649671052631579,False,4.2,3636000,49.0,0.45,801841,1,MEDIUM
NMB-AGRI-04294,0.56640625,0.5689655172413793,True,6.6,3172000,56.2,0.45,801501,1,HIGH
NMB-AGRI-03724,0.572020725388601,0.5649671052631579,False,5.5,2692000,66.1,0.45,801083,1,HIGH
NMB-AGRI-01978,0.572020725388601,0.5689655172413793,True,2.7,4168000,42.7,0.45,801056,1,MEDIUM
NMB-AGRI-00553,0.56640625,0.5640031031807603,False,4.8,3421000,51.8,0.45,798119,1,HIGH
NMB-AGRI-04018,0.572020725388601,0.5583398590446359,True,5.0,3196000,55.4,0.45,796930,1,HIGH
NMB-AGRI-02407,0.5387634936211972,0.5640031031807603,False,1.7,3302000,53.6,0.45,796385,0,HIGH
NMB-AGRI-04558,0.572020725388601,0.5583398590446359,False,5.9,2732000,64.7,0.45,795324,1,HIGH
NMB-AGRI-04675,0.5649157581764123,0.5649671052631579,True,8.4,3380000,52.1,0.45,793040,0,HIGH
NMB-AGRI-03907,0.5387634936211972,0.5689655172413793,True,8.1,3031000,58.0,0.45,790651,0,HIGH
NMB-AGRI-00603,0.5649157581764123,0.5689655172413793,False,8.6,3798000,46.2,0.45,788896,0,MEDIUM
NMB-AGRI-03169,0.5788402848423194,0.5640031031807603,True,9.9,3273000,53.6,0.45,788745,0,HIGH
NMB-AGRI-01386,0.5387634936211972,0.5640031031807603,True,6.4,4999000,35.0,0.45,788161,0,MEDIUM
NMB-AGRI-01069,0.5387634936211972,0.5583398590446359,False,6.1,3515000,49.7,0.45,786507,0,MEDIUM
NMB-AGRI-00069,0.5649157581764123,0.5689655172413793,True,8.6,3497000,50.0,0.45,786067,1,MEDIUM
NMB-AGRI-04671,0.5649157581764123,0.5689655172413793,True,6.2,3304000,52.8,0.45,785741,0,HIGH
NMB-AGRI-04710,0.56640625,0.5649671052631579,True,7.9,3340000,52.2,0.45,784962,1,HIGH
NMB-AGRI-02822,0.56640625,0.5640031031807603,False,6.7,2910000,59.4,0.45,778218,1,HIGH
NMB-AGRI-04998,0.5649157581764123,0.5649671052631579,True,9.9,4994000,34.6,0.45,776866,1,MEDIUM
NMB-AGRI-01274,0.5788402848423194,0.5583398590446359,True,7.7,3899000,44.2,0.45,774897,1,MEDIUM
NMB-AGRI-02078,0.56640625,0.5583398590446359,False,9.6,3159000,54.3,0.45,772586,0,HIGH
NMB-AGRI-00759,0.572020725388601,0.5640031031807603,True,9.7,3946000,43.5,0.45,772047,1,MEDIUM
NMB-AGRI-00167,0.5788402848423194,0.5689655172413793,True,10.0,3759000,45.5,0.45,769898,1,MEDIUM
NMB-AGRI-01736,0.5649157581764123,0.5649671052631579,False,4.4,3025000,56.6,0.45,769851,1,HIGH
NMB-AGRI-00014,0.5649157581764123,0.5649671052631579,False,5.7,4215000,40.6,0.45,769811,0,MEDIUM
NMB-AGRI-02613,0.5649157581764123,0.5649671052631579,True,3.4,2934000,58.2,0.45,768799,0,HIGH
NMB-AGRI-01566,0.5649157581764123,0.5689655172413793,False,3.1,3095000,55.2,0.45,768788,1,HIGH
NMB-AGRI-00875,0.5649157581764123,0.5640031031807603,True,2.0,3692000,46.2,0.45,768051,1,MEDIUM
NMB-AGRI-03496,0.572020725388601,0.5689655172413793,True,8.0,3217000,53.0,0.45,767529,1,HIGH
NMB-AGRI-02236,0.5649157581764123,0.5689655172413793,False,9.9,3642000,46.8,0.45,767397,1,MEDIUM
NMB-AGRI-03759,0.56640625,0.5583398590446359,True,3.1,3268000,52.1,0.45,765856,1,HIGH
NMB-AGRI-04838,0.5788402848423194,0.5640031031807603,False,7.2,3037000,56.0,0.45,765604,0,HIGH
NMB-AGRI-04316,0.5788402848423194,0.5583398590446359,False,1.8,3219000,52.8,0.45,764575,1,HIGH
NMB-AGRI-04224,0.5649157581764123,0.5583398590446359,False,0.5,2731000,62.2,0.45,764095,1,HIGH
NMB-AGRI-01169,0.56640625,0.5583398590446359,False,8.0,2990000,56.8,0.45,763886,1,HIGH
NMB-AGRI-04910,0.5387634936211972,0.5640031031807603,False,6.0,2567000,66.1,0.45,763770,1,HIGH
NMB-AGRI-04033,0.56640625,0.5689655172413793,True,8.6,2988000,56.7,0.45,762378,1,HIGH
NMB-AGRI-03031,0.5649157581764123,0.5649671052631579,True,9.4,3364000,50.3,0.45,762152,0,HIGH
NMB-AGRI-01145,0.5649157581764123,0.5640031031807603,False,2.5,3722000,45.4,0.45,761185,1,MEDIUM
NMB-AGRI-04439,0.5649157581764123,0.5583398590446359,False,4.0,4029000,42.0,0.45,761146,1,MEDIUM
NMB-AGRI-02672,0.5387634936211972,0.5583398590446359,False,7.3,3566000,47.4,0.45,760906,0,MEDIUM
NMB-AGRI-01667,0.56640625,0.5689655172413793,True,1.7,3682000,45.7,0.45,756666,1,MEDIUM
NMB-AGRI-04543,0.56640625,0.5689655172413793,True,4.5,3244000,51.8,0.45,755524,0,HIGH
NMB-AGRI-03638,0.5649157581764123,0.5583398590446359,True,8.7,4150000,40.4,0.45,754674,0,MEDIUM
NMB-AGRI-03879,0.56640625,0.5640031031807603,False,4.3,4124000,40.6,0.45,754149,0,MEDIUM
NMB-AGRI-04333,0.572020725388601,0.5689655172413793,True,6.0,3376000,49.6,0.45,754120,0,MEDIUM
NMB-AGRI-02156,0.56640625,0.5583398590446359,True,7.3,4233000,39.5,0.45,752893,0,MEDIUM
NMB-AGRI-01059,0.56640625,0.5640031031807603,True,8.7,3608000,46.3,0.45,752449,0,MEDIUM
NMB-AGRI-01062,0.5649157581764123,0.5640031031807603,False,3.2,3897000,42.9,0.45,751588,1,MEDIUM
NMB-AGRI-03858,0.56640625,0.5583398590446359,False,2.7,2744000,60.7,0.45,750019,1,HIGH
NMB-AGRI-03804,0.572020725388601,0.5583398590446359,True,3.6,4505000,37.0,0.45,749152,0,MEDIUM
NMB-AGRI-01628,0.56640625,0.5640031031807603,True,9.6,3474000,47.9,0.45,748932,1,MEDIUM
NMB-AGRI-00927,0.5649157581764123,0.5640031031807603,False,5.9,2700000,61.5,0.45,747491,0,HIGH
NMB-AGRI-04751,0.572020725388601,0.5583398590446359,True,6.2,3220000,51.4,0.45,744286,0,HIGH
NMB-AGRI-00250,0.5387634936211972,0.5640031031807603,True,3.6,3365000,49.1,0.45,744151,1,MEDIUM
NMB-AGRI-04698,0.5649157581764123,0.5689655172413793,False,6.9,3115000,52.9,0.45,741986,0,HIGH
NMB-AGRI-00456,0.56640625,0.5640031031807603,False,3.7,3191000,51.6,0.45,741240,1,HIGH
NMB-AGRI-04468,0.5649157581764123,0.5640031031807603,True,5.6,3432000,47.7,0.45,737424,0,MEDIUM
NMB-AGRI-01171,0.572020725388601,0.5583398590446359,False,6.2,3583000,45.7,0.45,737251,1,MEDIUM
NMB-AGRI-00300,0.56640625,0.5640031031807603,True,8.3,3574000,45.8,0.45,736900,0,MEDIUM
NMB-AGRI-04254,0.5788402848423194,0.5640031031807603,False,5.0,3201000,51.1,0.45,736576,1,HIGH
NMB-AGRI-00519,0.5788402848423194,0.5689655172413793,True,9.8,3479000,47.0,0.45,735346,0,MEDIUM
NMB-AGRI-00385,0.5387634936211972,0.5583398590446359,True,9.4,3065000,53.3,0.45,735126,0,HIGH
NMB-AGRI-02360,0.572020725388601,0.5583398590446359,False,1.8,2952000,55.1,0.45,732526,0,HIGH
NMB-AGRI-04782,0.5649157581764123,0.5649671052631579,True,9.3,2715000,59.9,0.45,732405,1,HIGH
NMB-AGRI-03922,0.5649157581764123,0.5640031031807603,True,8.9,3870000,42.0,0.45,730858,1,MEDIUM
NMB-AGRI-00129,0.56640625,0.5689655172413793,True,1.8,2967000,54.7,0.45,730434,1,HIGH
NMB-AGRI-03118,0.5788402848423194,0.5649671052631579,True,5.4,3281000,49.4,0.45,730064,0,MEDIUM
NMB-AGRI-02965,0.5788402848423194,0.5649671052631579,False,4.0,3088000,52.4,0.45,728207,0,HIGH
NMB-AGRI-03716,0.5649157581764123,0.5583398590446359,True,8.1,3358000,48.0,0.45,725586,0,MEDIUM
NMB-AGRI-00244,0.5788402848423194,0.5689655172413793,False,4.8,3141000,51.3,0.45,724810,0,HIGH
NMB-AGRI-02043,0.572020725388601,0.5649671052631579,False,3.4,3841000,41.9,0.45,723443,1,MEDIUM
NMB-AGRI-00446,0.5788402848423194,0.5689655172413793,False,8.0,3731000,43.1,0.45,723117,0,MEDIUM
NMB-AGRI-02435,0.56640625,0.5689655172413793,False,2.3,3903000,40.9,0.45,718159,0,MEDIUM
NMB-AGRI-01096,0.5649157581764123,0.5689655172413793,True,2.5,4131000,38.6,0.45,717018,0,MEDIUM
NMB-AGRI-04818,0.56640625,0.5649671052631579,False,4.0,3130000,50.8,0.45,715725,1,HIGH
NMB-AGRI-01466,0.56640625,0.5649671052631579,False,9.7,2986000,53.2,0.45,715468,0,HIGH
NMB-AGRI-03881,0.5788402848423194,0.5640031031807603,False,6.4,2218000,71.6,0.45,714150,0,VERY_HIGH
NMB-AGRI-01888,0.5649157581764123,0.5689655172413793,True,6.5,2958000,53.6,0.45,713399,0,HIGH
NMB-AGRI-04897,0.5387634936211972,0.5583398590446359,True,6.9,3092000,51.1,0.45,710814,1,HIGH
NMB-AGRI-01478,0.56640625,0.5640031031807603,True,6.4,3341000,47.0,0.45,706728,0,MEDIUM
NMB-AGRI-04471,0.56640625,0.5583398590446359,True,8.0,3581000,43.8,0.45,706127,1,MEDIUM
NMB-AGRI-03250,0.56640625,0.5640031031807603,True,9.0,3437000,45.7,0.45,706094,1,MEDIUM
NMB-AGRI-03453,0.572020725388601,0.5649671052631579,True,3.8,4168000,37.6,0.45,705904,0,MEDIUM
NMB-AGRI-01423,0.5788402848423194,0.5640031031807603,False,1.6,3192000,49.0,0.45,703843,1,MEDIUM
NMB-AGRI-04185,0.5387634936211972,0.5640031031807603,False,8.2,3112000,50.2,0.45,703036,1,HIGH
NMB-AGRI-01646,0.572020725388601,0.5689655172413793,True,9.4,3145000,49.7,0.45,702888,1,MEDIUM
NMB-AGRI-00636,0.5387634936211972,0.5649671052631579,False,3.1,2914000,53.6,0.45,702394,1,HIGH
NMB-AGRI-00605,0.5788402848423194,0.5649671052631579,True,2.3,2679000,58.1,0.45,700706,1,HIGH
NMB-AGRI-00633,0.5788402848423194,0.5583398590446359,True,9.8,3883000,40.1,0.45,699858,1,MEDIUM
NMB-AGRI-00807,0.5788402848423194,0.5640031031807603,True,6.2,3560000,43.6,0.45,698698,1,MEDIUM
NMB-AGRI-04125,0.572020725388601,0.5649671052631579,False,3.4,3369000,46.0,0.45,697939,0,MEDIUM
NMB-AGRI-03823,0.5387634936211972,0.5583398590446359,True,0.6,3171000,48.8,0.45,696793,1,MEDIUM
NMB-AGRI-03906,0.572020725388601,0.5583398590446359,True,4.0,4212000,36.7,0.45,696367,1,MEDIUM
NMB-AGRI-00292,0.5387634936211972,0.5583398590446359,False,7.3,3651000,42.3,0.45,694298,0,MEDIUM
NMB-AGRI-02709,0.5649157581764123,0.5649671052631579,False,5.9,3592000,42.9,0.45,693700,1,MEDIUM
NMB-AGRI-01811,0.56640625,0.5649671052631579,False,2.5,4188000,36.7,0.45,691183,1,MEDIUM
NMB-AGRI-02074,0.5649157581764123,0.5689655172413793,False,4.3,2824000,54.4,0.45,690784,1,HIGH
NMB-AGRI-04339,0.5788402848423194,0.5640031031807603,True,1.2,2894000,53.0,0.45,689671,1,HIGH
NMB-AGRI-00695,0.572020725388601,0.5583398590446359,False,7.3,2792000,54.9,0.45,689346,1,HIGH
NMB-AGRI-00242,0.5387634936211972,0.5649671052631579,False,3.4,2806000,54.4,0.45,687412,1,HIGH
NMB-AGRI-00228,0.5788402848423194,0.5583398590446359,True,2.9,2222000,68.6,0.45,685963,1,HIGH
NMB-AGRI-03941,0.56640625,0.5649671052631579,True,9.8,3967000,38.3,0.45,684507,1,MEDIUM
NMB-AGRI-04154,0.5649157581764123,0.5649671052631579,True,2.9,3304000,46.0,0.45,683618,0,MEDIUM
NMB-AGRI-04780,0.56640625,0.5583398590446359,False,4.1,2831000,53.6,0.45,683318,0,HIGH
NMB-AGRI-03732,0.5649157581764123,0.5649671052631579,False,9.9,3867000,39.1,0.45,680010,0,MEDIUM
NMB-AGRI-02524,0.5649157581764123,0.5649671052631579,True,3.0,3248000,46.4,0.45,678216,0,MEDIUM
NMB-AGRI-03232,0.56640625,0.5649671052631579,False,3.9,2907000,51.8,0.45,678130,0,HIGH
NMB-AGRI-04906,0.5387634936211972,0.5689655172413793,False,4.9,2229000,67.6,0.45,677611,1,HIGH
NMB-AGRI-00678,0.56640625,0.5640031031807603,True,5.8,2324000,64.6,0.45,675758,1,HIGH
NMB-AGRI-02067,0.5649157581764123,0.5689655172413793,True,7.7,2593000,57.8,0.45,674210,1,HIGH
NMB-AGRI-01804,0.56640625,0.5583398590446359,True,3.6,2850000,52.4,0.45,672638,0,HIGH
NMB-AGRI-00708,0.5387634936211972,0.5583398590446359,False,3.3,2299000,65.0,0.45,672288,1,HIGH
NMB-AGRI-00382,0.5387634936211972,0.5689655172413793,False,3.7,3021000,49.2,0.45,668462,0,MEDIUM
NMB-AGRI-01937,0.572020725388601,0.5649671052631579,True,7.9,3014000,49.2,0.45,667368,1,MEDIUM
NMB-AGRI-03387,0.56640625,0.5649671052631579,True,9.3,3916000,37.8,0.45,665998,1,MEDIUM
NMB-AGRI-01248,0.56640625,0.5649671052631579,False,9.3,2333000,63.4,0.45,665118,0,HIGH
NMB-AGRI-00911,0.5788402848423194,0.5640031031807603,True,5.5,2728000,54.1,0.45,664010,0,HIGH
NMB-AGRI-04090,0.5649157581764123,0.5640031031807603,False,9.5,2179000,67.7,0.45,663610,0,HIGH
NMB-AGRI-02032,0.5387634936211972,0.5649671052631579,True,1.7,3609000,40.8,0.45,662885,1,MEDIUM
NMB-AGRI-02403,0.572020725388601,0.5649671052631579,True,9.3,2196000,66.9,0.45,661199,0,HIGH
NMB-AGRI-00996,0.5387634936211972,0.5640031031807603,True,4.2,2988000,49.1,0.45,660333,1,MEDIUM
NMB-AGRI-03850,0.56640625,0.5640031031807603,True,7.2,2386000,61.4,0.45,658918,1,HIGH
NMB-AGRI-03309,0.5649157581764123,0.5583398590446359,True,7.4,3745000,39.1,0.45,658398,1,MEDIUM
NMB-AGRI-00436,0.572020725388601,0.5689655172413793,False,0.5,2050000,71.1,0.45,655542,0,VERY_HIGH
NMB-AGRI-01793,0.5788402848423194,0.5689655172413793,False,2.7,2562000,56.8,0.45,655371,0,HIGH
NMB-AGRI-04625,0.5387634936211972,0.5640031031807603,True,8.9,3878000,37.5,0.45,654342,0,MEDIUM
NMB-AGRI-04584,0.5387634936211972,0.5640031031807603,True,8.8,2824000,51.4,0.45,652577,1,HIGH
NMB-AGRI-02049,0.572020725388601,0.5689655172413793,True,3.4,2521000,57.5,0.45,652251,1,HIGH
NMB-AGRI-04239,0.56640625,0.5640031031807603,True,2.6,2834000,51.1,0.45,651171,0,HIGH
NMB-AGRI-01109,0.5788402848423194,0.5640031031807603,False,5.8,2146000,67.3,0.45,649742,1,HIGH
NMB-AGRI-04460,0.5788402848423194,0.5649671052631579,True,9.5,2602000,55.4,0.45,648114,1,HIGH
NMB-AGRI-04318,0.5788402848423194,0.5689655172413793,True,8.9,3613000,39.8,0.45,647119,1,MEDIUM
NMB-AGRI-02756,0.56640625,0.5583398590446359,True,0.9,3159000,45.5,0.45,646978,0,MEDIUM
NMB-AGRI-01846,0.5387634936211972,0.5689655172413793,True,8.6,2631000,54.5,0.45,645594,1,HIGH
NMB-AGRI-01389,0.5649157581764123,0.5689655172413793,False,2.4,2868000,50.0,0.45,645283,1,MEDIUM
NMB-AGRI-04693,0.5788402848423194,0.5583398590446359,True,3.2,2113000,67.8,0.45,644969,0,HIGH
NMB-AGRI-04485,0.5649157581764123,0.5649671052631579,True,8.6,3696000,38.7,0.45,644372,1,MEDIUM
NMB-AGRI-02742,0.572020725388601,0.5640031031807603,True,2.4,3020000,47.3,0.45,643376,1,MEDIUM
NMB-AGRI-01151,0.572020725388601,0.5583398590446359,False,6.9,1999000,71.4,0.45,641967,1,VERY_HIGH
NMB-AGRI-00920,0.5788402848423194,0.5640031031807603,True,6.7,2948000,48.3,0.45,640585,0,MEDIUM
NMB-AGRI-01076,0.56640625,0.5649671052631579,True,7.4,2690000,52.9,0.45,640314,1,HIGH
NMB-AGRI-02569,0.5649157581764123,0.5640031031807603,True,9.9,4069000,34.9,0.45,639951,0,MEDIUM
NMB-AGRI-03252,0.5387634936211972,0.5640031031807603,False,8.2,3492000,40.7,0.45,639887,1,MEDIUM
NMB-AGRI-03797,0.5788402848423194,0.5649671052631579,True,9.0,4258000,33.3,0.45,638755,1,MEDIUM
NMB-AGRI-01218,0.56640625,0.5649671052631579,True,4.8,2827000,50.1,0.45,637858,1,HIGH
NMB-AGRI-01113,0.5788402848423194,0.5689655172413793,False,4.2,3560000,39.8,0.45,637132,1,MEDIUM
NMB-AGRI-02961,0.56640625,0.5583398590446359,True,2.1,3035000,46.6,0.45,636576,1,MEDIUM
NMB-AGRI-02447,0.5387634936211972,0.5583398590446359,False,7.8,2233000,63.3,0.45,636468,0,HIGH
NMB-AGRI-04095,0.572020725388601,0.5640031031807603,True,3.2,2510000,56.3,0.45,636450,0,HIGH
NMB-AGRI-01542,0.5788402848423194,0.5689655172413793,True,4.5,2525000,56.0,0.45,636255,0,HIGH
NMB-AGRI-00922,0.56640625,0.5640031031807603,True,2.5,3127000,45.0,0.45,633855,1,MEDIUM
NMB-AGRI-04392,0.5649157581764123,0.5689655172413793,True,3.5,2824000,49.9,0.45,633843,1,MEDIUM
NMB-AGRI-03082,0.5649157581764123,0.5583398590446359,True,5.6,2931000,48.0,0.45,633048,0,MEDIUM
NMB-AGRI-02436,0.5788402848423194,0.5640031031807603,True,0.9,2596000,54.1,0.45,632234,0,HIGH
NMB-AGRI-02500,0.56640625,0.5640031031807603,True,1.2,3021000,46.5,0.45,631588,1,MEDIUM
NMB-AGRI-01690,0.5387634936211972,0.5583398590446359,False,1.4,2177000,64.4,0.45,630661,1,HIGH
NMB-AGRI-04695,0.572020725388601,0.5583398590446359,True,7.0,2118000,66.1,0.45,629715,0,HIGH
NMB-AGRI-04464,0.5788402848423194,0.5583398590446359,True,1.9,2532000,55.2,0.45,629050,0,HIGH
NMB-AGRI-02118,0.5788402848423194,0.5640031031807603,False,2.7,2955000,47.2,0.45,627483,1,MEDIUM
NMB-AGRI-02820,0.56640625,0.5649671052631579,True,2.7,2638000,52.8,0.45,626756,1,HIGH
NMB-AGRI-02934,0.572020725388601,0.5649671052631579,True,4.1,2782000,49.9,0.45,624381,1,MEDIUM
NMB-AGRI-02549,0.5788402848423194,0.5640031031807603,True,1.8,2754000,50.4,0.45,624118,1,HIGH
NMB-AGRI-01231,0.572020725388601,0.5689655172413793,True,1.3,3177000,43.7,0.45,624083,1,MEDIUM
NMB-AGRI-03597,0.5387634936211972,0.5583398590446359,True,1.8,3063000,45.1,0.45,621219,1,MEDIUM
NMB-AGRI-01644,0.5387634936211972,0.5640031031807603,False,6.7,2160000,63.7,0.45,618977,1,HIGH
NMB-AGRI-04677,0.5788402848423194,0.5583398590446359,False,9.9,2001000,68.7,0.45,618391,1,HIGH
NMB-AGRI-00398,0.5649157581764123,0.5649671052631579,False,5.8,2764000,49.7,0.45,617877,1,MEDIUM
NMB-AGRI-01852,0.5387634936211972,0.5583398590446359,False,3.4,2231000,61.5,0.45,617863,1,HIGH
