farmer_id,region,coop_member,farm_size_hectares,primary_crop,mobile_money_inflow,subsidy_status,loan_amount_requested,default_flag
NMB-AGRI-01157,Dodoma,1,2.4,Maize,2927489.4299238827,0,451000.0,1
NMB-AGRI-01158,Arusha,1,7.1,Coffee,6017817.320938251,0,2498000.0,0
NMB-AGRI-01159,Mwanza,0,9.2,Coffee,13752618.224968491,0,3752000.0,1
NMB-AGRI-01160,Dodoma,0,4.2,Cashew,3370073.7832817067,0,2666000.0,1
NMB-AGRI-01161,Dodoma,0,2.2,Maize,1625224.5797977198,0,545000.0,1
NMB-AGRI-01162,Mbeya,1,3.2,Coffee,3417249.7545772973,0,2313000.0,1
NMB-AGRI-01163,Morogoro,1,4.8,Coffee,6408605.58404738,1,3603000.0,0
NMB-AGRI-01164,Arusha,1,3.3,Cashew,2285312.2770053335,1,479000.0,1
NMB-AGRI-01165,Arusha,0,2.7,Maize,3265387.4782421947,0,487000.0,0
NMB-AGRI-01166,Mwanza,0,7.5,Coffee,4210549.373558412,0,1979000.0,0
NMB-AGRI-01167,Mwanza,1,0.6,Rice,851360.8458662983,0,1136000.0,1
NMB-AGRI-01168,Arusha,1,5.6,Rice,3254019.530424873,0,4687000.0,1
NMB-AGRI-01169,Mwanza,0,8.0,Cashew,11313851.0107533,0,2990000.0,1
NMB-AGRI-01170,Mbeya,1,3.0,Cashew,2972421.7483581086,1,1579000.0,0
NMB-AGRI-01171,Arusha,0,6.2,Cashew,5878164.899334704,0,3583000.0,1
NMB-AGRI-01172,Mwanza,0,6.9,Cashew,10165818.848552598,1,2000000.0,1
NMB-AGRI-01173,Arusha,1,6.7,Coffee,9985573.990578068,0,834000.0,1
NMB-AGRI-01174,Morogoro,0,4.7,Maize,5405837.192016756,1,1339000.0,0
NMB-AGRI-01175,Dodoma,1,3.8,Cashew,2383053.3090567845,0,3285000.0,0
NMB-AGRI-01176,Arusha,0,8.4,Cashew,8451828.7195037,1,449000.0,0
NMB-AGRI-01177,Dodoma,0,7.7,Coffee,7924555.8773586005,1,1509000.0,0
NMB-AGRI-01178,Mwanza,0,3.6,Cashew,3652007.141287115,0,1200000.0,1
NMB-AGRI-01179,Dodoma,1,1.5,Cashew,1604237.7577800145,0,1165000.0,0
NMB-AGRI-01180,Arusha,1,1.2,Maize,622469.6565532688,1,3477000.0,1
NMB-AGRI-01181,Morogoro,1,1.4,Rice,1695718.194058703,1,4164000.0,1
NMB-AGRI-01182,Mwanza,0,6.0,Cashew,7274365.811717927,0,3636000.0,1
NMB-AGRI-01183,Arusha,0,1.0,Coffee,615469.7751778879,0,3299000.0,1
NMB-AGRI-01184,Mwanza,1,3.7,Maize,3959885.9370494625,0,4599000.0,1
NMB-AGRI-01185,Mbeya,1,7.7,Coffee,8226381.104755466,0,480000.0,0
NMB-AGRI-01186,Dodoma,1,3.3,Maize,3902086.3866283195,0,1004000.0,1
NMB-AGRI-01187,Mbeya,0,7.8,Maize,4566101.998653632,0,2189000.0,1
NMB-AGRI-01188,Arusha,1,7.6,Cashew,8561425.135222333,0,1988000.0,0
NMB-AGRI-01189,Morogoro,1,2.8,Cashew,2186105.462089755,1,2207000.0,1
NMB-AGRI-01190,Mwanza,0,7.4,Cashew,7451822.129671672,1,1191000.0,0
NMB-AGRI-01191,Dodoma,1,7.6,Rice,9677259.000550983,0,918000.0,0
NMB-AGRI-01192,Mwanza,0,4.3,Rice,5184277.526360958,1,2644000.0,1
NMB-AGRI-01193,Arusha,1,2.5,Coffee,1547257.5441949836,0,4655000.0,1
NMB-AGRI-01194,Mwanza,1,5.5,Cashew,6001516.329138403,0,2081000.0,0
NMB-AGRI-01195,Dodoma,1,9.3,Rice,13662783.737748869,1,408000.0,0
NMB-AGRI-01196,Arusha,1,6.6,Cashew,4334678.286411014,0,3590000.0,1
NMB-AGRI-01197,Mwanza,0,2.1,Rice,2841104.8842233713,0,1597000.0,1
NMB-AGRI-01198,Morogoro,1,7.0,Rice,8417836.563876439,0,1376000.0,1
NMB-AGRI-01199,Arusha,0,4.6,Maize,5860415.239384893,0,1756000.0,0
NMB-AGRI-01200,Arusha,0,6.1,Cashew,4769945.795570137,1,3674000.0,1
NMB-AGRI-01201,Morogoro,1,7.5,Cashew,5909166.970348818,1,4130000.0,0
NMB-AGRI-01202,Mbeya,1,5.4,Rice,7592505.061193037,1,3023000.0,0
NMB-AGRI-01203,Dodoma,1,8.2,Cashew,7050622.66315898,1,1748000.0,0
NMB-AGRI-01204,Mbeya,0,7.4,Rice,4166313.891126798,1,1690000.0,0
NMB-AGRI-01205,Mwanza,1,6.3,Cashew,6933759.232550535,1,797000.0,1
NMB-AGRI-01206,Morogoro,1,1.9,Maize,1187153.571179501,0,4680000.0,1
NMB-AGRI-01207,Mbeya,0,8.4,Cashew,10891408.427826429,1,3263000.0,1
NMB-AGRI-01208,Arusha,0,9.4,Maize,10732416.55950994,0,329000.0,1
NMB-AGRI-01209,Mwanza,0,1.8,Coffee,2474507.7093981747,1,3379000.0,1
NMB-AGRI-01210,Mwanza,0,5.1,Cashew,6552669.97389144,0,2346000.0,0
NMB-AGRI-01211,Mbeya,1,3.0,Cashew,1836340.9450145883,1,4868000.0,1
NMB-AGRI-01212,Mbeya,1,7.7,Cashew,6784244.2085450515,1,4132000.0,0
NMB-AGRI-01213,Morogoro,1,7.4,Maize,9431745.849367946,1,1022000.0,1
NMB-AGRI-01214,Dodoma,1,1.8,Cashew,1651214.6518793865,1,3657000.0,1
NMB-AGRI-01215,Mbeya,0,8.8,Cashew,12956816.26606381,0,2531000.0,1
NMB-AGRI-01216,Mbeya,1,2.2,Rice,2718628.9897655887,0,1098000.0,0
NMB-AGRI-01217,Arusha,1,8.1,Coffee,4175549.3251916,0,3554000.0,0
NMB-AGRI-01218,Mwanza,1,4.8,Maize,6623931.319492015,0,2827000.0,1
NMB-AGRI-01219,Dodoma,0,3.6,Rice,2162897.2255268074,0,346000.0,1
NMB-AGRI-01220,Arusha,1,2.0,Maize,1281047.4483601716,0,3304000.0,0
NMB-AGRI-01221,Morogoro,0,2.1,Rice,2592434.041283207,0,3248000.0,1
NMB-AGRI-01222,Morogoro,0,6.8,Coffee,9281786.204127265,1,892000.0,1
NMB-AGRI-01223,Mbeya,1,5.7,Rice,5907192.879027469,1,1875000.0,1
NMB-AGRI-01224,Mbeya,0,1.7,Maize,1341384.5460078244,0,3012000.0,1
NMB-AGRI-01225,Morogoro,1,1.6,Cashew,1362104.872405081,0,866000.0,1
NMB-AGRI-01226,Mbeya,1,1.2,Cashew,1011467.1955152672,0,4293000.0,1
NMB-AGRI-01227,Dodoma,1,7.6,Coffee,6282753.588952293,0,332000.0,0
NMB-AGRI-01228,Mbeya,0,7.3,Maize,5423240.604298043,0,694000.0,1
NMB-AGRI-01229,Mwanza,0,1.1,Maize,1219753.8040921565,0,757000.0,0
NMB-AGRI-01230,Mbeya,0,5.8,Maize,8122350.84767739,0,2735000.0,1
NMB-AGRI-01231,Arusha,1,1.3,Coffee,1049207.1370083436,0,3177000.0,1
NMB-AGRI-01232,Dodoma,0,9.1,Cashew,6248918.106898851,0,2138000.0,1
NMB-AGRI-01233,Arusha,0,9.1,Rice,12181056.763979964,0,1586000.0,0
NMB-AGRI-01234,Arusha,0,7.1,Coffee,8816661.649316892,1,4085000.0,1
NMB-AGRI-01235,Mwanza,0,9.3,Rice,13306784.39350717,1,528000.0,1
NMB-AGRI-01236,Dodoma,1,8.2,Cashew,5457261.831960258,0,1545000.0,0
NMB-AGRI-01237,Dodoma,1,8.4,Coffee,5411711.03857937,0,388000.0,0
NMB-AGRI-01238,Dodoma,0,5.9,Cashew,6144433.426399481,0,267000.0,1
NMB-AGRI-01239,Dodoma,1,3.4,Rice,3789074.4264393235,0,1896000.0,1
NMB-AGRI-01240,Dodoma,1,2.6,Maize,2548450.948834933,0,1135000.0,1
NMB-AGRI-01241,Mwanza,1,3.6,Maize,3956279.890765952,0,1488000.0,0
NMB-AGRI-01242,Mbeya,1,6.5,Rice,4422468.497687964,0,4141000.0,0
NMB-AGRI-01243,Arusha,1,2.1,Maize,2057188.8837445753,0,982000.0,0
NMB-AGRI-01244,Dodoma,1,3.0,Rice,3474277.6828190032,1,3945000.0,0
NMB-AGRI-01245,Mbeya,0,4.9,Coffee,4570261.601318648,0,3440000.0,0
NMB-AGRI-01246,Mbeya,1,2.7,Coffee,3184507.806704815,0,1767000.0,1
NMB-AGRI-01247,Arusha,1,6.1,Coffee,5802266.811378421,0,2823000.0,1
NMB-AGRI-01248,Mwanza,0,9.3,Maize,7752476.10183318,0,2333000.0,0
NMB-AGRI-01249,Morogoro,0,7.6,Cashew,6107398.357861902,1,816000.0,1
NMB-AGRI-01250,Morogoro,1,6.8,Maize,6194134.001122397,0,4554000.0,1
NMB-AGRI-01251,Mbeya,1,6.0,Maize,3138537.736093205,0,2934000.0,1
NMB-AGRI-01252,Arusha,1,5.1,Cashew,5959478.206075178,0,4425000.0,0
NMB-AGRI-01253,Morogoro,1,2.3,Cashew,3093742.974254602,0,4154000.0,1
NMB-AGRI-01254,Mbeya,1,9.0,Cashew,7691643.849988067,0,583000.0,1
NMB-AGRI-01255,Mwanza,1,2.9,Cashew,1583496.0948109839,0,1195000.0,0
NMB-AGRI-01256,Morogoro,1,1.4,Maize,2081485.8363397806,1,897000.0,1
NMB-AGRI-01257,Mbeya,1,7.6,Rice,5804106.741428108,0,4188000.0,0
NMB-AGRI-01258,Mbeya,1,2.2,Coffee,1378566.4677197007,0,4340000.0,1
NMB-AGRI-01259,Dodoma,1,4.0,Rice,3479010.0318921115,0,2734000.0,0
NMB-AGRI-01260,Mwanza,0,0.8,Maize,990845.6325068454,1,700000.0,1
NMB-AGRI-01261,Dodoma,1,1.8,Cashew,1429049.8744030183,1,851000.0,0
NMB-AGRI-01262,Arusha,1,2.1,Coffee,2256876.7282309243,1,4105000.0,0
NMB-AGRI-01263,Dodoma,0,1.0,Coffee,915559.9944371423,1,4660000.0,0
NMB-AGRI-01264,Dodoma,1,6.7,Rice,4139018.748253344,1,1157000.0,0
NMB-AGRI-01265,Morogoro,1,8.5,Maize,7057439.6061829375,0,253000.0,1
NMB-AGRI-01266,Mbeya,0,4.0,Maize,4899482.022856267,1,1789000.0,0
NMB-AGRI-01267,Mwanza,1,8.8,Maize,9785634.296516724,1,346000.0,0
NMB-AGRI-01268,Dodoma,1,2.5,Coffee,1549445.9497089027,0,4174000.0,0
NMB-AGRI-01269,Mwanza,1,3.6,Rice,2387960.674971511,0,2559000.0,0
NMB-AGRI-01270,Dodoma,0,1.9,Coffee,2167393.3826841465,1,3281000.0,1
NMB-AGRI-01271,Arusha,1,6.4,Coffee,8405858.651653562,1,2175000.0,0
NMB-AGRI-01272,Dodoma,1,4.5,Cashew,3822635.2318117614,1,1858000.0,1
NMB-AGRI-01273,Morogoro,0,6.3,Rice,6900457.736613736,1,1267000.0,0
NMB-AGRI-01274,Mbeya,1,7.7,Cashew,5163955.633391211,1,3899000.0,1
NMB-AGRI-01275,Arusha,1,5.7,Maize,4624845.1203603465,0,3539000.0,1
NMB-AGRI-01276,Dodoma,0,6.5,Coffee,3381756.3368748417,0,1931000.0,0
NMB-AGRI-01277,Mwanza,1,9.4,Rice,11921793.909315512,0,1741000.0,0
NMB-AGRI-01278,Arusha,1,3.3,Maize,2973332.40525079,0,206000.0,0
NMB-AGRI-01279,Arusha,0,3.9,Rice,5132889.73725042,0,505000.0,0
NMB-AGRI-01280,Dodoma,0,7.3,Coffee,8821122.870965902,0,3192000.0,0
NMB-AGRI-01281,Arusha,0,6.3,Rice,8371088.874089404,0,2670000.0,0
NMB-AGRI-01282,Mwanza,0,2.2,Maize,1728449.0730823423,1,2287000.0,1
NMB-AGRI-01283,Arusha,1,4.1,Cashew,2808945.794754165,0,4172000.0,0
NMB-AGRI-01284,Mwanza,1,4.9,Coffee,7212337.844993187,1,2619000.0,0
NMB-AGRI-01285,Dodoma,0,4.5,Cashew,5477975.041683912,1,2046000.0,0
NMB-AGRI-01286,Mbeya,0,2.2,Coffee,2934892.989438675,0,974000.0,0
NMB-AGRI-01287,Arusha,0,9.3,Maize,4772140.375502384,0,4139000.0,1
NMB-AGRI-01288,Mbeya,1,7.7,Coffee,6579354.476278327,1,2966000.0,1
NMB-AGRI-01289,Mwanza,0,5.1,Cashew,6338365.121944391,1,644000.0,0
NMB-AGRI-01290,Arusha,1,7.0,Coffee,4045879.830929883,0,3315000.0,1
NMB-AGRI-01291,Morogoro,1,9.0,Maize,9606059.36612042,0,2240000.0,0
NMB-AGRI-01292,Mbeya,0,1.8,Coffee,1672330.981419006,0,4095000.0,1
NMB-AGRI-01293,Arusha,1,2.9,Cashew,1501087.870709211,0,4611000.0,0
NMB-AGRI-01294,Mbeya,1,5.7,Maize,4195060.789580873,0,3082000.0,0
NMB-AGRI-01295,Arusha,1,8.1,Cashew,6356815.111440385,0,3712000.0,0
NMB-AGRI-01296,Dodoma,1,0.8,Coffee,489487.957077058,0,472000.0,1
NMB-AGRI-01297,Mbeya,0,9.8,Rice,11089061.715478072,1,2889000.0,1
NMB-AGRI-01298,Morogoro,0,4.8,Cashew,3563509.806009067,0,3826000.0,0
NMB-AGRI-01299,Morogoro,1,3.9,Coffee,3032716.0485156146,1,2584000.0,0
NMB-AGRI-01300,Mwanza,0,3.3,Rice,4614187.374060486,1,3049000.0,1
NMB-AGRI-01301,Arusha,0,2.2,Rice,2127670.803924907,1,4515000.0,1
NMB-AGRI-01302,Mbeya,0,8.0,Maize,7137025.175754178,0,1151000.0,1
NMB-AGRI-01303,Mwanza,0,9.6,Rice,11749161.967821287,0,672000.0,0
NMB-AGRI-01304,Mbeya,1,4.4,Cashew,6202300.706284814,1,3515000.0,0
NMB-AGRI-01305,Arusha,0,9.5,Cashew,4987845.194255716,1,4150000.0,0
NMB-AGRI-01306,Morogoro,1,8.3,Rice,7870382.426409791,0,4282000.0,0
NMB-AGRI-01307,Dodoma,1,5.1,Coffee,5664984.91599753,0,3280000.0,1
NMB-AGRI-01308,Morogoro,1,6.9,Cashew,5648085.377069328,1,4199000.0,0
NMB-AGRI-01309,Mwanza,0,4.6,Cashew,5853075.521766911,0,3563000.0,1
NMB-AGRI-01310,Dodoma,1,5.8,Maize,8534567.007567588,0,619000.0,1
NMB-AGRI-01311,Mwanza,0,1.1,Coffee,1587770.1028753116,1,3858000.0,1
NMB-AGRI-01312,Arusha,1,7.1,Rice,5438476.029597587,0,1061000.0,1
NMB-AGRI-01313,Dodoma,1,1.0,Coffee,726338.278437486,0,1336000.0,1
NMB-AGRI-01314,Mwanza,1,8.3,Maize,12097171.407476136,1,2094000.0,1
NMB-AGRI-01315,Arusha,1,8.3,Maize,7956616.445681168,0,1710000.0,1
NMB-AGRI-01316,Morogoro,1,2.8,Coffee,1983233.6246371365,0,1744000.0,1
NMB-AGRI-01317,Arusha,0,3.6,Maize,4345189.069069506,0,1012000.0,0
NMB-AGRI-01318,Mbeya,1,5.1,Maize,4000543.651909337,0,1611000.0,1
NMB-AGRI-01319,Arusha,1,6.2,Maize,4756931.245440524,1,294000.0,1
NMB-AGRI-01320,Arusha,0,3.2,Coffee,4413596.937848911,0,2470000.0,1
NMB-AGRI-01321,Mbeya,1,6.1,Maize,4041122.8355991105,0,3889000.0,1
NMB-AGRI-01322,Mwanza,1,3.3,Rice,1862496.72333858,0,4339000.0,0
NMB-AGRI-01323,Mwanza,1,1.0,Rice,769186.4401716872,0,4138000.0,0
NMB-AGRI-01324,Arusha,1,0.5,Cashew,553472.7064191019,0,2199000.0,0
NMB-AGRI-01325,Mbeya,1,1.5,Rice,934631.7801049058,0,3706000.0,1
NMB-AGRI-01326,Mbeya,0,8.0,Cashew,7772757.37821435,0,1582000.0,1
NMB-AGRI-01327,Morogoro,1,9.6,Coffee,10822436.26008307,0,467000.0,1
NMB-AGRI-01328,Mwanza,0,4.6,Maize,6204190.165928599,0,3445000.0,0
NMB-AGRI-01329,Dodoma,1,5.4,Rice,3941295.792492174,1,3314000.0,0
NMB-AGRI-01330,Mwanza,0,1.9,Cashew,2502958.0144273,0,4048000.0,1
NMB-AGRI-01331,Mwanza,0,5.7,Coffee,4188965.68844806,0,3157000.0,1
NMB-AGRI-01332,Morogoro,1,1.9,Cashew,2235856.428355317,0,953000.0,1
NMB-AGRI-01333,Dodoma,1,6.3,Maize,5863243.500339467,1,4295000.0,1
NMB-AGRI-01334,Morogoro,0,9.4,Rice,5778003.678359499,0,3211000.0,0
NMB-AGRI-01335,Dodoma,1,2.4,Coffee,2914232.3107724367,1,4077000.0,0
NMB-AGRI-01336,Arusha,0,7.8,Cashew,5598548.424682339,0,3916000.0,0
NMB-AGRI-01337,Dodoma,0,0.7,Coffee,473636.398217214,1,1630000.0,1
NMB-AGRI-01338,Morogoro,1,4.1,Cashew,3519124.007216471,0,558000.0,1
NMB-AGRI-01339,Mwanza,1,1.6,Cashew,1845264.3916151738,1,1047000.0,0
NMB-AGRI-01340,Dodoma,0,3.8,Maize,2789186.6194043853,1,646000.0,0
NMB-AGRI-01341,Dodoma,0,2.1,Maize,1435689.2314419602,0,1368000.0,1
NMB-AGRI-01342,Mbeya,0,4.0,Cashew,2039814.5028534574,0,2406000.0,1
NMB-AGRI-01343,Mwanza,0,4.5,Rice,4372393.936957756,0,4553000.0,0
NMB-AGRI-01344,Arusha,1,3.4,Coffee,3157394.9356716215,0,4386000.0,1
NMB-AGRI-01345,Morogoro,1,6.7,Coffee,4916913.882370421,1,3649000.0,0
NMB-AGRI-01346,Arusha,0,9.2,Maize,5093599.908889155,0,316000.0,1
NMB-AGRI-01347,Mwanza,1,4.3,Rice,3995800.2607620987,0,1839000.0,0
NMB-AGRI-01348,Dodoma,1,2.3,Cashew,2962871.7554647517,0,3475000.0,1
NMB-AGRI-01349,Dodoma,0,3.1,Maize,3767374.6071142484,0,819000.0,0
NMB-AGRI-01350,Mwanza,1,8.6,Cashew,11702836.052797465,1,4045000.0,1
NMB-AGRI-01351,Dodoma,1,5.9,Cashew,3006537.8575076186,1,4590000.0,1
NMB-AGRI-01352,Dodoma,0,4.8,Maize,7038812.720662073,0,1900000.0,0
NMB-AGRI-01353,Dodoma,0,1.9,Rice,1598683.279992152,1,3588000.0,0
NMB-AGRI-01354,Morogoro,1,4.8,Coffee,7153909.4212414315,1,911000.0,0
NMB-AGRI-01355,Morogoro,1,3.1,Maize,2333120.3278655014,0,3516000.0,1
NMB-AGRI-01356,Mbeya,0,9.5,Rice,9229595.681993326,1,303000.0,1
NMB-AGRI-01357,Arusha,0,8.9,Cashew,7599956.321520203,0,924000.0,0
NMB-AGRI-01358,Mwanza,1,1.3,Maize,1112488.9294925935,0,3607000.0,1
NMB-AGRI-01359,Mwanza,1,5.4,Coffee,7248323.333240367,0,3617000.0,1
NMB-AGRI-01360,Mwanza,1,2.6,Coffee,3240689.243317081,1,3278000.0,1
NMB-AGRI-01361,Mbeya,1,4.4,Cashew,6565466.315012212,0,2491000.0,1
NMB-AGRI-01362,Morogoro,0,8.8,Maize,9798929.20791411,0,3440000.0,1
NMB-AGRI-01363,Mbeya,1,5.5,Coffee,5297911.324169765,0,3914000.0,0
NMB-AGRI-01364,Mwanza,1,3.7,Maize,2183273.2929034973,0,4839000.0,0
NMB-AGRI-01365,Arusha,1,2.5,Coffee,3741403.548784642,1,4465000.0,0
NMB-AGRI-01366,Dodoma,0,8.1,Cashew,8517398.288751492,0,4014000.0,0
NMB-AGRI-01367,Morogoro,1,6.4,Cashew,7683055.806016907,0,3535000.0,1
NMB-AGRI-01368,Morogoro,1,4.9,Maize,4443037.697237426,0,2956000.0,1
NMB-AGRI-01369,Mbeya,1,2.6,Rice,2724060.8412660137,0,779000.0,0
NMB-AGRI-01370,Morogoro,1,3.7,Rice,5337537.608003682,0,995000.0,0
NMB-AGRI-01371,Mwanza,0,9.6,Cashew,6397626.604143386,0,4137000.0,1
NMB-AGRI-01372,Mwanza,1,5.4,Coffee,4278811.955383375,0,4056000.0,1
NMB-AGRI-01373,Mbeya,1,4.3,Rice,2803856.8294455386,0,3149000.0,1
NMB-AGRI-01374,Mwanza,1,5.5,Cashew,7107187.4709262615,0,2306000.0,1
NMB-AGRI-01375,Arusha,1,7.9,Coffee,4440157.557332453,0,325000.0,1
NMB-AGRI-01376,Mbeya,1,3.7,Coffee,2152037.104449952,1,1770000.0,1
NMB-AGRI-01377,Arusha,0,2.2,Rice,1756687.0481322112,0,2219000.0,0
NMB-AGRI-01378,Dodoma,1,6.1,Cashew,6186547.903618168,1,2532000.0,1
NMB-AGRI-01379,Arusha,0,6.8,Coffee,6162668.643805189,0,4661000.0,0
NMB-AGRI-01380,Dodoma,0,7.3,Coffee,3977159.067896893,0,722000.0,1
NMB-AGRI-01381,Dodoma,0,8.9,Maize,12971674.865051469,0,2691000.0,0
NMB-AGRI-01382,Arusha,1,4.0,Maize,5811478.081432335,0,1966000.0,0
NMB-AGRI-01383,Mbeya,1,1.2,Rice,935227.5878889118,0,4952000.0,0
NMB-AGRI-01384,Mwanza,1,9.6,Maize,11822645.906578382,1,4337000.0,1
NMB-AGRI-01385,Mwanza,1,4.6,Cashew,4961446.892362828,0,2306000.0,0
NMB-AGRI-01386,Dodoma,1,6.4,Rice,4719850.848035994,0,4999000.0,0
NMB-AGRI-01387,Dodoma,0,6.8,Rice,5182766.551842985,0,2668000.0,1
NMB-AGRI-01388,Mbeya,1,5.7,Maize,5649573.093569567,1,1002000.0,1
NMB-AGRI-01389,Morogoro,0,2.4,Coffee,2206168.659593664,1,2868000.0,1
NMB-AGRI-01390,Arusha,0,7.7,Cashew,6092465.8273807345,0,1286000.0,1
NMB-AGRI-01391,Dodoma,1,8.1,Cashew,10590843.930071706,0,3254000.0,1
NMB-AGRI-01392,Mwanza,0,5.8,Cashew,5692484.922296832,0,4700000.0,0
NMB-AGRI-01393,Mbeya,0,5.1,Rice,5889725.118184552,1,3974000.0,1
NMB-AGRI-01394,Arusha,1,1.6,Cashew,1102837.6002686007,1,1511000.0,0
NMB-AGRI-01395,Mbeya,1,1.3,Coffee,1343559.9612714327,1,1625000.0,0
NMB-AGRI-01396,Arusha,1,3.7,Coffee,3026511.3829524997,0,533000.0,0
NMB-AGRI-01397,Arusha,1,3.5,Maize,3592447.6363820736,0,1572000.0,1
NMB-AGRI-01398,Dodoma,1,9.6,Cashew,12295928.000744909,1,645000.0,0
NMB-AGRI-01399,Mbeya,1,7.9,Rice,10024414.359720968,1,2597000.0,1
NMB-AGRI-01400,Mbeya,0,6.8,Maize,5808700.610633077,1,3600000.0,1
NMB-AGRI-01401,Mwanza,1,5.4,Coffee,6449096.432230052,0,3806000.0,1
NMB-AGRI-01402,Mwanza,1,2.1,Cashew,3026708.8958279816,0,486000.0,0
NMB-AGRI-01403,Dodoma,1,9.8,Coffee,11031559.433264084,0,1832000.0,0
NMB-AGRI-01404,Dodoma,1,4.1,Maize,2658481.505868812,1,1583000.0,1
NMB-AGRI-01405,Morogoro,0,1.5,Coffee,1769562.9439186428,0,701000.0,1
NMB-AGRI-01406,Mwanza,0,5.2,Cashew,3145502.809016419,0,1940000.0,1
NMB-AGRI-01407,Arusha,1,8.8,Cashew,12074571.59737864,0,1637000.0,0
NMB-AGRI-01408,Mbeya,0,8.9,Maize,9048278.41263727,0,3246000.0,0
NMB-AGRI-01409,Dodoma,1,0.6,Cashew,531084.4417869478,0,4440000.0,1
NMB-AGRI-01410,Mbeya,0,8.9,Coffee,4957358.692382263,0,2383000.0,1
NMB-AGRI-01411,Mbeya,1,3.1,Coffee,2730429.57723554,0,3784000.0,0
NMB-AGRI-01412,Morogoro,1,0.9,Rice,1262886.0011242104,1,901000.0,1
NMB-AGRI-01413,Mwanza,0,8.6,Rice,4480453.768062207,1,4496000.0,1
NMB-AGRI-01414,Dodoma,0,8.7,Rice,8479438.972701702,0,932000.0,0
NMB-AGRI-01415,Mbeya,1,6.2,Coffee,8873180.164885858,1,1122000.0,1
NMB-AGRI-01416,Dodoma,1,6.0,Coffee,5369045.998590127,0,711000.0,0
NMB-AGRI-01417,Arusha,1,8.2,Maize,7611040.637189632,1,1686000.0,1
NMB-AGRI-01418,Morogoro,0,8.0,Rice,8628480.44159296,1,2852000.0,0
NMB-AGRI-01419,Arusha,1,9.0,Coffee,8666436.002194652,0,4942000.0,0
NMB-AGRI-01420,Dodoma,1,5.8,Maize,3877889.809177804,0,4008000.0,1
NMB-AGRI-01421,Dodoma,0,9.7,Coffee,5029988.728977646,0,2026000.0,0
NMB-AGRI-01422,Mwanza,1,10.0,Maize,11098116.579787016,1,2964000.0,1
NMB-AGRI-01423,Mbeya,0,1.6,Rice,2273290.5392124997,0,3192000.0,1
NMB-AGRI-01424,Mbeya,0,8.6,Rice,5214731.544033624,0,4149000.0,1
NMB-AGRI-01425,Arusha,0,5.2,Rice,3696954.140114318,0,3735000.0,1
NMB-AGRI-01426,Morogoro,0,4.2,Coffee,3654963.840464889,1,2933000.0,1
NMB-AGRI-01427,Mbeya,0,6.3,Coffee,8245076.0428330535,1,3412000.0,0
NMB-AGRI-01428,Mwanza,1,1.0,Maize,769260.3164709776,0,3780000.0,1
NMB-AGRI-01429,Arusha,0,5.3,Cashew,7324888.342677472,1,839000.0,1
NMB-AGRI-01430,Arusha,0,8.8,Cashew,4883629.2969205845,1,1162000.0,0
NMB-AGRI-01431,Mwanza,0,2.5,Rice,3602391.5531473374,1,3505000.0,0
NMB-AGRI-01432,Morogoro,1,4.6,Cashew,4879436.558219318,0,4282000.0,1
NMB-AGRI-01433,Mwanza,1,9.4,Rice,10892510.177784424,0,2164000.0,1
NMB-AGRI-01434,Morogoro,1,4.6,Maize,3991371.803667224,0,4903000.0,1
NMB-AGRI-01435,Mwanza,1,3.9,Cashew,4999777.713493135,0,1237000.0,1
NMB-AGRI-01436,Mwanza,1,4.7,Cashew,3132861.3753967085,0,2200000.0,0
NMB-AGRI-01437,Dodoma,0,5.4,Rice,2964123.8565038303,0,2017000.0,1
NMB-AGRI-01438,Arusha,1,6.5,Maize,5820860.130199121,0,4665000.0,1
NMB-AGRI-01439,Mwanza,1,8.1,Cashew,10964935.283246418,0,1570000.0,0
NMB-AGRI-01440,Mwanza,1,4.8,Cashew,6023648.815860934,0,2460000.0,0
NMB-AGRI-01441,Mbeya,0,8.3,Cashew,8442394.555058353,0,1099000.0,1
NMB-AGRI-01442,Arusha,1,5.6,Maize,6003971.38412598,1,2702000.0,0
NMB-AGRI-01443,Mbeya,0,3.7,Maize,2330603.457305395,1,4316000.0,0
NMB-AGRI-01444,Arusha,1,6.8,Cashew,9116634.258599559,0,1659000.0,0
NMB-AGRI-01445,Mbeya,1,7.3,Rice,9394805.685638636,1,4092000.0,0
NMB-AGRI-01446,Mwanza,0,5.8,Rice,6707528.284544269,0,4574000.0,1
NMB-AGRI-01447,Mwanza,1,1.0,Cashew,966191.0363289384,1,550000.0,0
NMB-AGRI-01448,Dodoma,0,2.1,Maize,3075364.463386976,0,3831000.0,0
NMB-AGRI-01449,Mbeya,1,3.2,Cashew,4412902.310004707,0,1426000.0,1
NMB-AGRI-01450,Morogoro,1,3.2,Maize,3662177.57924678,0,1042000.0,0
NMB-AGRI-01451,Dodoma,0,6.9,Cashew,6015426.884249287,0,3085000.0,0
NMB-AGRI-01452,Mbeya,0,0.7,Maize,782615.5950770586,0,3587000.0,0
NMB-AGRI-01453,Mbeya,1,7.7,Coffee,8280895.134286122,0,2095000.0,0
NMB-AGRI-01454,Dodoma,0,3.0,Rice,2682725.9635047494,0,388000.0,1
NMB-AGRI-01455,Mwanza,0,3.4,Coffee,2742691.503739459,1,4562000.0,0
NMB-AGRI-01456,Mbeya,0,5.5,Rice,4988559.3573052725,0,3708000.0,0
